Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Environment/Cumulative Reward,Environment/Episode Length
2000,0.63826734,0.00029994376,-11.492913,-52.528828,-114.85739560534057,1985.0
4000,0.5819881,0.00029982382,4.7115216,-10.28533,43.23820707196501,1984.0
6000,0.3410282,0.00029970377,12.633762,-5.6867447,-12.86916797883896,1984.0
8000,0.5521022,0.0002995838,9.251399,-4.9050107,-14.077754194902809,1984.0
10000,0.6136238,0.0002994638,-1.1109159,-2.1992521,-0.9996694135625148,1984.0
12000,0.06397544,0.00029934375,-1.2183623,-21.402426,1.2681334612716455,1984.0
14000,0.38883886,0.00029922003,-4.1081834,-35.44713,228.77571814606563,457.0
16000,0.5679487,0.00029909625,-12.211746,-13.074115,-180.33508942200206,1984.0
18000,0.065562464,0.0002989772,18.773323,24.179623,422.7172231814329,1698.0
20000,0.21329609,0.00029885818,16.849472,89.877075,-45.00239337873063,1984.0
22000,0.29993045,0.00029873836,15.59273,-17.745966,229.991190132685,1306.0
24000,0.8136054,0.00029861857,28.31817,-0.19763064,-39.04884974156084,1984.0
26000,0.5651853,0.00029849863,13.993426,9.578827,-86.93019491367158,1984.0
28000,0.26299107,0.00029837858,18.803642,-7.8334775,-74.00134461349808,1984.0
30000,0.28824574,0.00029825862,-2.2127168,-21.730488,184.11220391304232,1984.0
32000,0.35837838,0.00029813856,6.443114,1.1430279,7.534658073760511,1984.0
34000,0.329173,0.00029801857,24.946585,27.535295,-38.64471455322928,1984.0
36000,0.7197066,0.00029789854,23.23875,32.373035,20.002889096736908,1985.0
38000,0.39327332,0.00029777852,-6.4762993,18.797434,-5.751726171685732,1984.0
40000,0.30795768,0.0002976585,-8.312944,-17.066422,-31.868982389569283,1984.0
42000,0.63293076,0.00029753853,-13.717354,-22.486986,36.05377635274999,1984.0
44000,0.7567609,0.00029741853,10.644689,28.634346,-155.5809291324913,1984.0
46000,0.3480881,0.0002972985,-3.6090803,-1.4829206,31.742654008307,1984.0
48000,0.28678858,0.0002971785,-19.333166,-42.178947,-32.44749781525752,1984.0
50000,0.5417063,0.00029705852,-19.987713,-22.14236,-27.91928617580561,1984.0
52000,0.52148646,0.00029693855,13.648964,32.259506,-8.508358999300981,1984.0
54000,0.6114319,0.0002968185,27.161316,38.66879,-8.259440940397326,1984.0
56000,0.5374846,0.0002966985,28.9898,42.71997,-0.9999999310821295,1985.0
58000,0.16306452,0.00029657848,3.415979,0.4565518,-0.9995499311153253,1984.0
60000,0.04303067,0.00029645846,-7.4210567,-27.29745,-0.9995999311140622,1984.0
62000,0.050019275,0.00029633747,13.377189,-22.733421,82.16651147595257,1007.5
64000,0.10545176,0.00029621655,21.370872,0.8124809,50.91604953218848,1984.0
66000,0.29924673,0.00029609652,24.16628,62.9215,-48.1763721012685,1985.0
68000,0.5221508,0.00029597647,35.447136,61.322342,-164.7291950689796,1984.0
70000,0.22115415,0.00029585647,28.134186,18.928602,-120.4390901646766,1984.0
72000,0.28532392,0.00029573648,24.72247,9.756891,-4.189136624336243,1984.0
74000,0.43249345,0.00029561648,28.117447,26.840483,24.777482603465614,1984.0
76000,0.1822064,0.0002954965,30.079594,29.358398,-26.95134695505112,1984.0
78000,0.005018796,0.0002953765,23.320637,15.316581,-19.6439608335495,1984.0
80000,0.0014708125,0.00029525647,29.116676,15.204168,-20.375561952590942,1984.0
82000,0.08040276,0.00029513647,33.8033,25.533995,2.4517533779144287,1984.0
84000,0.00855673,0.00029501648,41.998436,47.327126,-56.05823358653652,1984.0
86000,0.0015873644,0.00029489645,28.860767,20.29612,-0.9999999310821295,1985.0
88000,0.0002882389,0.00029477643,8.449188,-24.712059,2.6006336584687233,1984.0
90000,0.00032946398,0.0002946564,2.0192788,-11.425506,-6.693969368934631,1984.0
92000,0.6423333,0.00029453644,10.514338,20.609024,-7.096107244491577,1984.0
94000,0.40065882,0.00029441642,3.6610339,4.7617593,180.48447104833394,1984.0
96000,0.17462988,0.00029429642,-5.1160803,-6.7102513,-11.580240377399605,1984.0
98000,0.029161504,0.00029417645,-6.775555,-18.023489,-74.46758951037191,1984.0
100000,0.7953061,0.00029405643,3.1718802,3.8854535,6.74648810425424,1984.0
102000,0.63413435,0.00029393643,-0.08854693,54.117733,21.832689384918922,1984.0
104000,0.17715122,0.0002938164,-2.033713,39.071278,-59.05710987292696,1984.0
106000,0.16431262,0.0002936964,-12.9817095,18.894014,-1.2977443810377736,1985.0
108000,0.056729745,0.00029357636,-9.540052,52.671745,1.2196310181752779,1984.0
110000,0.11067825,0.00029345637,-0.22616631,67.27887,-6.964205265045166,1984.0
112000,0.11300576,0.00029333637,13.703693,55.550888,6.621008634567261,1984.0
114000,0.012496815,0.00029321638,28.688116,49.127316,-7.932673677802086,1984.0
116000,0.16066967,0.00029309638,21.159159,49.753204,-8.665981590747833,1984.0
118000,0.34045732,0.00029297636,25.255173,14.0451145,123.56910356621665,1984.0
120000,0.23670281,0.00029285636,-0.7999748,9.123284,46.881782024513086,1984.0
122000,0.03065204,0.00029273637,-5.1604853,2.861829,58.191794269834645,1984.0
124000,0.26988137,0.00029261637,-7.3973007,-1.2395947,-42.20960661477875,1984.0
126000,0.14205667,0.00029249777,20.750235,-15.362408,278.11382370706997,1429.0
128000,0.024336424,0.00029237923,2.6844425,-8.491547,-19.404495607926947,1984.0
130000,0.2683041,0.0002922592,16.860317,51.47152,-0.999749931099359,1984.0
132000,0.26115298,0.0002921392,2.4650893,-6.8102503,70.67833124703611,1984.0
134000,0.028276728,0.00029201922,-1.4423207,-28.519466,9.71460787891192,1984.0
136000,0.108629085,0.00029189917,11.485058,-17.704273,-0.9998999311064836,1984.0
138000,0.66169906,0.00029177917,16.41901,27.820774,-33.15879426967149,1984.0
140000,0.69140846,0.00029165918,-9.5963,21.160362,-177.80457788941567,1985.0
142000,0.63365585,0.00029153915,6.388571,22.217754,-0.9995194135663041,1984.0
144000,0.25181758,0.00029141913,14.246765,51.320473,6.493762214733579,1984.0
146000,0.2826625,0.00029129913,13.129615,-0.64485884,-201.67267090453242,1984.0
148000,0.6332551,0.000291179,5.2705874,12.36834,39.96146702198712,994.0
150000,0.6902524,0.00029105882,8.716793,27.485756,10.913495509783388,1984.0
152000,0.48155242,0.0002909389,5.0805926,7.9253464,-68.87522584677572,1984.0
154000,0.06383922,0.00029081883,18.87894,11.390333,-96.81577741281944,1984.0
156000,0.47588038,0.00029069887,7.1022263,15.59745,-1.221799941646168,1984.0
158000,1.2403284,0.00029057747,5.8815565,20.78546,96.38641605589328,1076.5
160000,0.24082524,0.00029045626,4.949256,7.788365,6.404542730666435,1984.0
162000,0.013744726,0.0002903363,15.256968,-1.7788515,-1.7491507148224628,1984.0
164000,0.9953219,0.00029021624,15.55975,12.583284,13.58192949847944,1984.0
166000,0.8054161,0.0002900999,18.116777,24.31939,303.90341449222615,1863.0
168000,0.17276052,0.0002899836,31.296894,18.933193,-83.76827362458062,1984.0
170000,0.32273513,0.0002898636,32.229248,13.456476,-124.6230745454086,1984.0
172000,0.11701485,0.00028974356,12.8124275,4.1563106,2.7566274824057473,1984.0
174000,0.5745804,0.00028962357,5.51652,14.357988,-0.6697905003165943,1984.0
176000,0.6824922,0.00028950357,23.878683,39.296722,5.787093551080034,1985.0
178000,0.27135953,0.00028938352,25.941858,13.225168,-24.766581963394856,1984.0
180000,0.6576564,0.00028926352,10.688626,19.386997,-63.518534422426455,1984.0
182000,0.6455594,0.00028914353,-6.058497,19.77285,236.2862416361968,1984.0
184000,0.22944291,0.0002890235,-9.727364,7.4535513,-0.999699931111536,1984.0
186000,0.005938463,0.0002889035,-0.8869171,10.988634,-14.30358370183967,1984.0
188000,0.0003912363,0.0002887835,8.852068,5.376559,-8.053136348724365,1984.0
190000,0.19027974,0.00028866355,43.064644,19.638939,-10.4589364528656,1984.0
192000,0.046766996,0.00028854352,27.415638,7.865076,14.001384562539897,1984.0
194000,0.027597127,0.00028842347,8.008538,0.6863486,2.4834704399108887,1984.0
196000,0.089163415,0.0002883035,-18.243843,4.7736883,-5.49478174422984,1985.0
198000,0.023463093,0.00028818348,-13.985529,10.642795,48.44464980912744,1984.0
200000,0.30302587,0.00028806343,25.266586,19.557537,-1.4724403023719788,1984.0
202000,0.25671038,0.00028794346,27.026033,7.2382193,12.625411542176153,1984.0
204000,0.06757425,0.00028782347,6.322696,0.940077,7.121635172166862,1984.0
206000,0.09572544,0.00028770347,9.119173,-5.0544024,-0.999749931099359,1984.0
208000,0.3746391,0.00028758345,13.694297,1.6457707,25.005166568957065,1984.0
210000,0.22194804,0.00028746345,17.487888,-14.838524,17.217800859201816,1984.0
212000,0.10330981,0.0002873435,11.548428,16.509232,-133.8172160912327,1984.0
214000,0.19789083,0.00028722346,-12.588512,12.408045,-1.005949933489319,1984.0
216000,0.55430883,0.00028710344,-1.960741,15.627956,-1.210000014398247,1985.0
218000,0.10352478,0.0002869834,3.1617079,-12.034884,-1.0725499600775947,1984.0
220000,0.25896406,0.00028686342,-12.970212,-0.81158805,-1.2216000191911007,1984.0
222000,0.104744166,0.0002867434,2.3228588,19.531897,-1.1956499632360647,1984.0
224000,0.34783548,0.0002866234,-10.043828,10.292416,-1.0006999312754488,1984.0
226000,0.062830776,0.0002865034,9.818539,-16.27988,-1.1907499624066986,1984.0
228000,0.002877645,0.0002863834,8.674978,-16.0873,16.717038052127464,1984.0
230000,0.61783344,0.00028626338,8.377227,6.837535,-0.9998499311041087,1984.0
232000,0.3733048,0.0002861434,-1.5236126,0.74964523,129.49352027205532,1984.0
234000,0.12199547,0.00028602337,9.963444,-11.599541,89.66759341512807,1984.0
236000,0.0045698294,0.00028590334,29.63811,-16.994522,-42.58488231713636,1985.0
238000,0.11775908,0.00028578332,23.195484,-13.317471,-0.9995499311153253,1984.0
240000,0.14593521,0.00028566335,4.903903,0.40066814,-46.47662703741662,1984.0
242000,0.026501527,0.00028554336,15.355017,-1.5551325,-0.9996499311091611,1984.0
244000,0.015449766,0.0002854234,0.7365916,3.8624682,-0.999699931111536,1984.0
246000,0.6253034,0.00028530334,5.994261,10.331624,-0.999749931099359,1984.0
248000,0.5413016,0.00028518334,-13.189241,-0.98236245,-19.17009881217382,1984.0
250000,0.16142151,0.00028506338,23.557404,-10.160537,139.66988972970285,1984.0
252000,0.08925267,0.00028494332,39.362328,10.969,-69.23095937109247,1984.0
254000,0.08759792,0.00028482333,27.699326,-9.95468,-0.9999499311088584,1984.0
256000,0.00791407,0.0002847033,11.699846,-20.440588,-28.124334405565605,1985.0
258000,0.16390987,0.0002845833,10.853937,2.736142,-0.9995499311153253,1984.0
260000,0.043510158,0.00028446328,17.011118,-11.085555,-0.9995999311140622,1984.0
262000,0.15140261,0.0002843433,10.203501,5.038697,0.1374910533631919,1984.0
264000,0.22810161,0.0002842233,14.28373,20.811674,-0.999699931111536,1984.0
266000,0.11557684,0.00028410327,9.763043,13.407002,-0.999749931099359,1984.0
268000,0.28571236,0.00028398327,14.060473,16.452726,-0.9998609663161915,1984.0
270000,0.10996606,0.00028386325,23.333708,-10.437767,-0.9998499311041087,1984.0
272000,0.069802895,0.00028374253,4.496516,-7.6157947,79.37072614106182,1003.5
274000,0.24564476,0.0002836218,8.542154,1.0419154,-60.54170226305723,1985.0
276000,0.12761386,0.00028350178,-2.3604436,5.2666473,-18.233570382741163,1984.0
278000,0.18619695,0.00028338176,0.034881473,3.7993178,-6.273830682039261,1984.0
280000,0.07091292,0.0002832618,-7.4063306,3.0942676,12.23762310926395,1984.0
282000,0.034890845,0.0002831418,-9.347513,5.6794777,11.959326737676747,1984.0
284000,0.032673486,0.00028302177,13.36396,-2.6855545,0.7261379063129425,1984.0
286000,0.0037410657,0.0002829018,9.418757,6.1754737,-54.45988707989454,1984.0
288000,0.16277379,0.00028278178,12.13356,-1.9688095,-14.545912444591522,1984.0
290000,0.051821325,0.0002826618,-10.895119,-4.951721,36.942715781467996,1984.0
292000,0.34579924,0.00028254176,3.36654,5.361788,22.57463464984903,1984.0
294000,0.07314686,0.00028242177,20.438038,-5.7028337,27.18683400005102,1985.0
296000,0.0012441459,0.0002823017,49.19242,-21.320301,-0.5552433058619499,1984.0
298000,0.04385106,0.00028218175,40.036552,0.25939345,0.08525416549673537,1984.0
300000,0.007201271,0.00028206175,11.090822,-8.051539,-1.2196499671699712,1984.0
302000,0.00015612027,0.0002819417,41.99865,-21.872684,-1.221699993344373,1984.0
304000,0.010922241,0.0002818193,-11.487541,-9.368189,73.29233568601194,1539.0
306000,0.06592964,0.0002816969,26.675407,-7.0271864,119.04862550285179,1985.0
308000,0.113126725,0.0002815769,4.4297533,0.06231451,-59.457939268675545,1984.0
310000,0.30781665,0.0002814569,3.1883397,7.75217,-22.05698145255883,1984.0
312000,0.21045731,0.00028133686,5.850431,9.697664,-21.30793928646017,1984.0
314000,0.40581003,0.00028121687,-0.17082512,12.603159,-0.9996541548025561,1984.0
316000,0.35196483,0.0002810969,5.0533595,29.754541,-99.52566831519653,1984.0
318000,0.0038026327,0.00028097688,9.365213,12.034811,-0.9997999311017338,1984.0
320000,0.03159272,0.00028085688,18.119444,20.543015,-0.9998499311041087,1984.0
322000,0.06719416,0.00028073686,12.53043,20.852352,-0.9998999311064836,1984.0
324000,0.02697282,0.0002806169,13.491625,16.421143,-0.9999499311088584,1984.0
326000,0.057763845,0.0002804969,3.070272,12.924172,-0.9999999310821295,1985.0
328000,1.0763791e-05,0.00028037681,16.830124,15.546414,-13.152428392055299,1984.0
330000,0.0033124245,0.00028025682,15.37308,11.319622,-0.9995999311140622,1984.0
332000,0.26621848,0.00028013682,-5.5082917,11.5407505,-0.9996499311091611,1984.0
334000,0.604252,0.00028001683,-13.948843,13.757933,-11.877916963567259,1984.0
336000,0.33238754,0.0002798968,1.9972196,6.453843,-10.28087829099968,1984.0
338000,0.061481513,0.00027977643,-2.1072812,2.425488,59.54818374114984,997.0
340000,0.1759834,0.00027965617,4.4042172,2.7198305,-74.08229793928695,1984.0
342000,0.5651805,0.00027953615,1.2287304,1.1200235,-0.9998999311064836,1984.0
344000,0.4731062,0.00027941618,7.9887366,-0.79536,-0.9999499311088584,1984.0
346000,0.016773716,0.00027929997,13.090251,2.2772505,-0.9999999310821295,1985.0
348000,0.03533174,0.0002791838,2.1590385,6.7171164,-45.00647835750351,1984.0
350000,0.14149025,0.00027906377,1.7789111,4.5788484,-11.67581672473898,1984.0
352000,0.4063004,0.00027894377,-0.19834602,11.291861,-4.788079853300587,1984.0
354000,0.17069547,0.00027882383,2.7214518,5.136304,7.744470960307808,1984.0
356000,0.48083127,0.00027870375,-0.42540836,8.042061,-4.901391399704153,1984.0
358000,0.17661603,0.0002785838,10.29064,9.741459,-0.9997999311017338,1984.0
360000,0.5153665,0.0002784638,2.9609175,-0.96082616,-11.492389051360078,1984.0
362000,0.00067611155,0.00027834377,4.6205645,9.874795,8.893532017689722,1984.0
364000,0.0023150835,0.0002782238,14.810646,8.681598,-0.9999499311088584,1984.0
366000,0.019117292,0.00027810372,2.8683472,3.2076879,-0.9999999310821295,1985.0
368000,0.1655779,0.00027798372,0.5131608,4.656087,0.2657087669977045,1984.0
370000,0.36213735,0.0002778637,0.2442593,9.47982,-4.0941974505767575,1984.0
372000,0.08397228,0.00027774373,6.01351,11.439995,-3.29254334482539,1984.0
374000,0.15038633,0.0002776237,10.082291,12.206155,-0.999699931111536,1984.0
376000,0.086367585,0.00027750374,6.9549723,11.012672,-8.202714636921883,1984.0
378000,0.1433475,0.00027738375,11.0789795,12.150928,-0.9997999311017338,1984.0
380000,0.0008957889,0.00027726372,6.521115,8.761047,-0.9998499311041087,1984.0
382000,0.0058662402,0.00027714373,15.326491,6.4053264,-0.9998999311064836,1984.0
384000,0.025672158,0.00027702373,2.4251184,3.353834,-13.128414329548832,1984.0
386000,0.2043875,0.0002769037,2.7979336,9.042179,-0.9999999310821295,1985.0
388000,0.5142786,0.00027678366,-2.6306334,6.623602,-0.9995499311153253,1984.0
390000,0.010065798,0.00027666366,10.059306,10.732351,-0.9995999311140622,1984.0
392000,0.106180035,0.00027654372,4.514967,9.03615,-0.9996499311091611,1984.0
394000,0.3116905,0.00027642367,5.525114,7.7829456,-0.999699931111536,1984.0
396000,0.33273333,0.00027630365,-3.991696,8.062954,1.7344879037700593,1984.0
398000,0.008452414,0.00027618368,1.101337,6.9447145,-1.032217236905126,1984.0
400000,0.035536237,0.00027606366,0.42637312,3.3918276,-0.9998499311041087,1984.0
402000,0.05782205,0.0002759437,1.7553802,6.0168996,-0.9998846723465249,1984.0
404000,0.16814311,0.00027582367,-4.5879636,-1.1205573,-16.62771793504362,1984.0
406000,0.41697776,0.00027570364,-6.771036,5.803458,-5.572303830180317,1985.0
408000,0.13106203,0.00027558362,-2.1991224,3.7740607,-1.221549967503961,1984.0
410000,0.36543965,0.0002754636,-5.565009,8.480665,-0.9495066154559026,1984.0
412000,0.16146007,0.00027534357,2.9255903,7.426136,-1.220649967333884,1984.0
414000,0.48075017,0.0002752236,3.4958692,7.622567,-1.0476999445672845,1984.0
416000,0.2258521,0.0002751036,-5.4095535,4.3610625,-1.0207575663807802,1984.0
418000,0.06299026,0.0002749836,-0.25898492,2.486361,-1.221799993334571,1984.0
420000,0.1734354,0.00027486362,5.124452,6.3380256,-1.0128499332349747,1984.0
422000,0.077338874,0.00027474356,5.967428,7.374932,-1.2218999674951192,1984.0
424000,0.18891671,0.00027462363,-3.6000564,4.5155888,-1.015957563125994,1984.0
426000,0.09516802,0.0002745036,0.47994107,6.275573,-1.2199999671429396,1985.0
428000,0.19910277,0.00027438352,-4.1765537,6.411422,-1.014549933574017,1984.0
430000,0.023792818,0.00027426356,1.0771388,4.4724865,-1.220599967338785,1984.0
432000,0.007839155,0.00027414353,-2.2310739,-1.1636244,-1.2216499674977968,1984.0
434000,0.0040009813,0.00027402356,-1.8534172,-5.103229,-1.221699993344373,1984.0
436000,8.160134e-06,0.00027390354,10.230267,1.7339578,-1.2217499674879946,1984.0
438000,0.0008400518,0.00027378352,5.3533764,3.9315867,-1.222799993614899,1984.0
440000,0.056722645,0.00027366358,-0.9496405,-2.6513162,-1.2218499674927443,1984.0
442000,0.15908618,0.00027354353,5.960836,2.554693,-1.0128999317239504,1984.0
444000,0.004216798,0.0002734236,-2.5789819,-1.633981,-1.222949993563816,1984.0
446000,0.015899094,0.00027330348,-2.8044848,6.152355,-1.2219999933149666,1985.0
448000,0.04670453,0.00027318348,-3.0885444,5.714373,-1.218549992507178,1984.0
450000,0.019352077,0.0002730635,-3.052619,6.8544326,-1.2225999936272274,1984.0
452000,0.07502448,0.00027294346,-1.8340051,4.063818,-1.2176499414636055,1984.0
454000,0.09120083,0.0002728235,1.7566798,0.90417767,-1.0016999314393615,1984.0
456000,0.26834315,0.0002727035,-1.8164814,2.74545,-1.215749966504518,1984.0
458000,0.5077851,0.0002725835,-1.3687849,-9.01825,-1.128799967264058,1984.0
460000,0.045708083,0.00027246345,-1.6032386,-2.4385583,-1.2218499674927443,1984.0
462000,0.14086065,0.0002723435,-0.57213163,4.0248747,-1.2148999663477298,1984.0
464000,0.20810948,0.00027222352,2.5380163,-1.7986012,-1.003949932695832,1984.0
466000,0.40990412,0.0002721034,-1.4154243,-7.208988,-1.1719999993219972,1985.0
468000,0.12433147,0.00027198342,-2.6790056,4.2973146,-1.2175500176053902,1984.0
470000,0.22305776,0.00027186342,-5.477563,4.6667166,-1.0175999319690163,1984.0
472000,0.05485931,0.00027174345,-1.3777556,2.6287456,-1.2176499414636055,1984.0
474000,0.045594044,0.0002716234,-0.37156627,-4.5799026,-1.2216999675001716,1984.0
476000,0.13235724,0.0002715034,-0.83231366,-8.297794,-1.210749990073964,1984.0
478000,0.07599562,0.00027138344,-0.2748841,-1.6493034,-1.2217999674903695,1984.0
480000,0.24746455,0.00027126342,-0.98831594,3.7229629,-1.202849988010712,1984.0
482000,0.15120016,0.00027114345,-0.45838916,3.0128345,-1.213899966183817,1984.0
484000,0.25708446,0.00027102345,1.9741273,1.2159643,-1.010949932911899,1984.0
486000,0.15291028,0.0002709034,-0.650541,-4.3297596,-1.2029999643564224,1985.0
488000,0.16568202,0.00027078338,-0.74615407,3.05228,-1.221549967503961,1984.0
490000,0.4744867,0.00027066335,-0.54977965,1.6688397,-1.1495999557009782,1984.0
492000,0.1765645,0.00027054336,0.61589366,-0.5240169,-1.2216499674977968,1984.0
494000,0.5149661,0.0002704234,2.2766304,2.0249875,-1.0966999583033612,1984.0
496000,0.0316022,0.0002703034,-1.0482075,1.7099535,-1.220749993051868,1984.0
498000,0.1497948,0.00027018334,-1.0992733,-0.51835084,-1.2217999674903695,1984.0
500000,0.48791432,0.00027006338,1.1945639,2.3440042,-1.0598499549087137,1984.0
502000,0.1688913,0.00026994335,-4.6553884,2.8353944,-1.0108999341900926,1984.0
504000,0.09759286,0.00026982336,-1.3480132,-4.1292286,-1.2199499927810393,1984.0
506000,0.35099968,0.00026970336,-3.9398656,3.5605557,-1.0139999333769083,1985.0
508000,0.44931465,0.0002695833,1.5477941,0.18515298,-1.155549956685718,1984.0
510000,0.00021788506,0.00026946334,-0.012457773,-1.3225417,-1.2215999933468993,1984.0
512000,0.0007755691,0.0002693433,-1.7303228,0.1970494,-1.2216499933419982,1984.0
